30.2 0.281088 0.0000001 0.002
30.5 0.281823 0.0000001 0.002
30.8 0.279891 0.0000001 0.002
31.1 0.281857 0.0000001 0.002
31.4 0.279429 0.0000001 0.002
31.7 0.280985 0.0000001 0.002
32.025 0.279737 0.0000001 0.002
32.3 0.280011 0.0000001 0.002
32.625 0.280182 0.0000001 0.002
32.9 0.278712 0.0000001 0.002
33.225 0.281224 0.0000001 0.002
33.55 0.277857 0.0000001 0.002
33.825 0.280472 0.0000001 0.002
34.15 0.278506 0.0000001 0.002
34.425 0.27731 0.0000001 0.002
34.75 0.276831 0.0000001 0.002
35.025 0.278831 0.0000001 0.002
35.325 0.279669 0.0000001 0.002
35.625 0.277703 0.0000001 0.002
35.95 0.279942 0.0000001 0.002
36.225 0.27719 0.0000001 0.002
36.55 0.2796 0.0000001 0.002
36.85 0.278917 0.0000001 0.002
37.15 0.275874 0.0000001 0.002
37.45 0.279737 0.0000001 0.002
37.75 0.277669 0.0000001 0.002
38.05 0.279327 0.0000001 0.002
38.325 0.275584 0.0000001 0.002
38.65 0.279139 0.0000001 0.002
39 0.276609 0.0000001 0.002
39.225 0.275703 0.0000001 0.002
39.6 0.277395 0.0000001 0.002
39.9 0.276404 0.0000001 0.002
40.175 0.279122 0.0000001 0.002
40.475 0.277173 0.0000001 0.002
40.775 0.278814 0.0000001 0.002
41.075 0.27719 0.0000001 0.002
41.375 0.277994 0.0000001 0.002
41.7 0.277874 0.0000001 0.002
42 0.276917 0.0000001 0.002
42.3 0.275703 0.0000001 0.002
42.6 0.2769 0.0000001 0.002
42.9 0.27813 0.0000001 0.002
43.2 0.277259 0.0000001 0.002
43.475 0.27678 0.0000001 0.002
43.775 0.276233 0.0000001 0.002
44.1 0.277413 0.0000001 0.002
44.375 0.276096 0.0000001 0.002
44.7 0.27637 0.0000001 0.002
45.025 0.277806 0.0000001 0.002
45.325 0.276609 0.0000001 0.002
45.625 0.27519 0.0000001 0.002
45.925 0.276814 0.0000001 0.002
46.225 0.277105 0.0000001 0.002
46.525 0.277139 0.0000001 0.002
46.825 0.276216 0.0000001 0.002
47.125 0.27772 0.0000001 0.002
47.425 0.276096 0.0000001 0.002
47.7 0.275703 0.0000001 0.002
48.05 0.276695 0.0000001 0.002
48.325 0.276472 0.0000001 0.002
48.625 0.27637 0.0000001 0.002
48.95 0.276113 0.0000001 0.002
49.275 0.276079 0.0000001 0.002
49.55 0.275823 0.0000001 0.002
49.85 0.277224 0.0000001 0.002
50.15 0.275874 0.0000001 0.002
50.45 0.276592 0.0000001 0.002
50.75 0.276165 0.0000001 0.002
51.05 0.276096 0.0000001 0.002
51.35 0.276558 0.0000001 0.002
51.675 0.275601 0.0000001 0.002
51.975 0.276507 0.0000001 0.002
52.275 0.275891 0.0000001 0.002
52.575 0.276831 0.0000001 0.002
52.875 0.276199 0.0000001 0.002
53.175 0.27572 0.0000001 0.002
53.475 0.275908 0.0000001 0.002
53.775 0.27531 0.0000001 0.002
54.075 0.276558 0.0000001 0.002
54.35 0.273789 0.0000001 0.002
54.675 0.275994 0.0000001 0.002
55 0.27519 0.0000001 0.002
55.3 0.275874 0.0000001 0.002
55.6 0.275891 0.0000001 0.002
55.85 0.273327 0.0000001 0.002
56.2 0.276387 0.0000001 0.002
56.475 0.274114 0.0000001 0.002
56.8 0.276148 0.0000001 0.002
57.075 0.273943 0.0000001 0.002
57.35 0.272524 0.0000001 0.002
57.45 0.273242 0.0000001 0.002
57.725 0.272917 0.0000001 0.002
57.95 0.271738 0.0000001 0.002
58.05 0.27102 0.0000001 0.002
58.325 0.275498 0.0000001 0.002
58.65 0.273293 0.0000001 0.002
58.925 0.273481 0.0000001 0.002
59.225 0.272336 0.0000001 0.002
59.525 0.27302 0.0000001 0.002
59.825 0.272797 0.0000001 0.002
60.125 0.272285 0.0000001 0.002
60.375 0.272131 0.0000001 0.002
60.475 0.271396 0.0000001 0.002
60.7 0.273908 0.0000001 0.002
60.975 0.272285 0.0000001 0.002
61.075 0.273994 0.0000001 0.002
61.325 0.27225 0.0000001 0.002
61.625 0.272797 0.0000001 0.002
61.95 0.272285 0.0000001 0.002
62.225 0.274473 0.0000001 0.002
62.575 0.274541 0.0000001 0.002
62.875 0.273738 0.0000001 0.002
63.1 0.272763 0.0000001 0.002
63.45 0.272028 0.0000001 0.002
63.775 0.275105 0.0000001 0.002
64.075 0.274438 0.0000001 0.002
64.375 0.272319 0.0000001 0.002
64.625 0.273669 0.0000001 0.002
64.975 0.272336 0.0000001 0.002
65.275 0.275002 0.0000001 0.002
65.575 0.271721 0.0000001 0.002
65.875 0.272866 0.0000001 0.002
66.175 0.271515 0.0000001 0.002
66.425 0.272729 0.0000001 0.002
66.775 0.272079 0.0000001 0.002
67 0.270421 0.0000001 0.002
67.125 0.270558 0.0000001 0.002
67.35 0.273926 0.0000001 0.002
67.65 0.27331 0.0000001 0.002
67.75 0.270849 0.0000001 0.002
67.95 0.273515 0.0000001 0.002
68.05 0.271532 0.0000001 0.002
68.275 0.271208 0.0000001 0.002
68.55 0.272968 0.0000001 0.002
68.875 0.27155 0.0000001 0.002
69.175 0.274096 0.0000001 0.002
69.5 0.274421 0.0000001 0.002
69.725 0.270216 0.0000001 0.002
70.1 0.271823 0.0000001 0.002
