30.05 0.260866 0.0000001 0.002
30.35 0.256268 0.0000001 0.002
30.65 0.258268 0.0000001 0.002
30.95 0.25714 0.0000001 0.002
31.25 0.257533 0.0000001 0.002
31.55 0.258166 0.0000001 0.002
31.875 0.25755 0.0000001 0.002
32.15 0.25926 0.0000001 0.002
32.475 0.257226 0.0000001 0.002
32.775 0.258901 0.0000001 0.002
33.075 0.257482 0.0000001 0.002
33.375 0.25832 0.0000001 0.002
33.675 0.258644 0.0000001 0.002
33.975 0.25755 0.0000001 0.002
34.275 0.259072 0.0000001 0.002
34.575 0.257926 0.0000001 0.002
34.875 0.259841 0.0000001 0.002
35.175 0.258337 0.0000001 0.002
35.475 0.259721 0.0000001 0.002
35.775 0.259106 0.0000001 0.002
36.1 0.258627 0.0000001 0.002
36.4 0.259926 0.0000001 0.002
36.7 0.258388 0.0000001 0.002
37 0.259995 0.0000001 0.002
37.3 0.258576 0.0000001 0.002
37.6 0.260063 0.0000001 0.002
37.9 0.259431 0.0000001 0.002
38.2 0.259978 0.0000001 0.002
38.5 0.26049 0.0000001 0.002
38.8 0.259584 0.0000001 0.002
39.125 0.260815 0.0000001 0.002
39.425 0.258952 0.0000001 0.002
39.725 0.260507 0.0000001 0.002
40.025 0.259584 0.0000001 0.002
40.325 0.260029 0.0000001 0.002
40.625 0.260542 0.0000001 0.002
40.925 0.259995 0.0000001 0.002
41.25 0.261225 0.0000001 0.002
41.525 0.25967 0.0000001 0.002
41.85 0.26126 0.0000001 0.002
42.125 0.260371 0.0000001 0.002
42.45 0.260764 0.0000001 0.002
42.75 0.26049 0.0000001 0.002
43.05 0.260371 0.0000001 0.002
43.35 0.261619 0.0000001 0.002
43.65 0.260114 0.0000001 0.002
43.95 0.261516 0.0000001 0.002
44.25 0.260234 0.0000001 0.002
44.6 0.263328 0.0000001 0.002
44.85 0.261208 0.0000001 0.002
45.175 0.260747 0.0000001 0.002
45.475 0.261636 0.0000001 0.002
45.775 0.260764 0.0000001 0.002
46.075 0.261943 0.0000001 0.002
46.375 0.261003 0.0000001 0.002
46.675 0.261926 0.0000001 0.002
46.975 0.261054 0.0000001 0.002
47.275 0.261824 0.0000001 0.002
47.575 0.262131 0.0000001 0.002
47.875 0.26126 0.0000001 0.002
48.175 0.262405 0.0000001 0.002
48.475 0.261054 0.0000001 0.002
48.775 0.262781 0.0000001 0.002
49.075 0.261909 0.0000001 0.002
49.35 0.264815 0.0000001 0.002
49.675 0.262336 0.0000001 0.002
50 0.261584 0.0000001 0.002
50.3 0.262217 0.0000001 0.002
50.6 0.261208 0.0000001 0.002
50.9 0.262542 0.0000001 0.002
51.225 0.2622 0.0000001 0.002
51.525 0.262473 0.0000001 0.002
51.8 0.262319 0.0000001 0.002
52.125 0.2622 0.0000001 0.002
52.425 0.262935 0.0000001 0.002
52.725 0.261824 0.0000001 0.002
53.025 0.263003 0.0000001 0.002
53.325 0.261824 0.0000001 0.002
53.625 0.262644 0.0000001 0.002
53.925 0.262302 0.0000001 0.002
54.225 0.262354 0.0000001 0.002
54.525 0.262644 0.0000001 0.002
54.825 0.26249 0.0000001 0.002
55.15 0.263259 0.0000001 0.002
55.45 0.261567 0.0000001 0.002
55.75 0.263123 0.0000001 0.002
56.025 0.262593 0.0000001 0.002
56.35 0.26249 0.0000001 0.002
56.65 0.26314 0.0000001 0.002
56.95 0.262576 0.0000001 0.002
57.25 0.263636 0.0000001 0.002
57.55 0.26249 0.0000001 0.002
57.85 0.263499 0.0000001 0.002
58.15 0.262473 0.0000001 0.002
58.45 0.263174 0.0000001 0.002
58.75 0.262986 0.0000001 0.002
59.075 0.262747 0.0000001 0.002
59.35 0.264063 0.0000001 0.002
59.675 0.262712 0.0000001 0.002
59.975 0.263362 0.0000001 0.002
60.275 0.262849 0.0000001 0.002
60.575 0.263379 0.0000001 0.002
60.875 0.263071 0.0000001 0.002
61.175 0.263089 0.0000001 0.002
61.475 0.263567 0.0000001 0.002
61.775 0.262695 0.0000001 0.002
62.1 0.264029 0.0000001 0.002
62.4 0.262901 0.0000001 0.002
62.7 0.264097 0.0000001 0.002
63 0.263294 0.0000001 0.002
63.3 0.263533 0.0000001 0.002
63.6 0.263755 0.0000001 0.002
63.9 0.263174 0.0000001 0.002
64.225 0.263977 0.0000001 0.002
64.5 0.262986 0.0000001 0.002
64.825 0.264319 0.0000001 0.002
65.125 0.263242 0.0000001 0.002
65.425 0.263636 0.0000001 0.002
65.725 0.263841 0.0000001 0.002
66.025 0.263841 0.0000001 0.002
66.325 0.26396 0.0000001 0.002
66.625 0.262883 0.0000001 0.002
66.925 0.264131 0.0000001 0.002
67.225 0.26343 0.0000001 0.002
67.55 0.26396 0.0000001 0.002
67.825 0.264285 0.0000001 0.002
68.125 0.263687 0.0000001 0.002
68.45 0.263601 0.0000001 0.002
68.75 0.263345 0.0000001 0.002
69.025 0.264661 0.0000001 0.002
69.325 0.263772 0.0000001 0.002
69.65 0.264182 0.0000001 0.002
69.925 0.264319 0.0000001 0.002
70.25 0.264148 0.0000001 0.002
